Subject,"Catalog Nbr",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
ACCT,6335,0W1,,16,11,6,12,,2,1,,,,,1,,,12,1,"Bortz, Tiffany A","Benny, Keerthy",,,,
ACCT,6335,PP1,,8,4,5,3,,,,,,,,,,,1,0,"Bortz, Tiffany A","Benny, Keerthy",,,,
ACCT,6335,PP2,,22,12,,6,1,,,,,,,,,,6,0,"Bortz, Tiffany A","Benny, Keerthy",,,,
ACCT,6336,501,,9,7,4,3,1,,,,,,,,,,7,2,"Mauriello, Joseph A","Deokar, Shraddha V","Truong, Timothy T",,,
ACCT,6338,501,,14,3,4,3,2,,,,,,,1,,,5,1,"Goodrich, Mary Beth W","Burnette, Naomi R",,,,
ACCT,6344,0W1,,14,15,22,3,1,,,,,,,,,,4,0,"Gurun, Umit","Gencer, Nur Pinar",,,,
ACCT,6350,501,,9,7,5,5,,1,,,,,,,,,1,0,"Frost, Sandra M","Herr-Perez, Noe C",,,,
ACCT,6353,501,,11,10,7,4,1,1,,,,,,2,,,11,2,"Gamino, John P",,,,,
ACCT,6353,PP1,,4,6,3,5,1,,,,,,,,,,1,0,"Solcher, Steven J","Kim, Eun Sean",,,,
ACCT,6353,PP2,,11,19,8,2,2,,,,,,,,,,6,0,"Solcher, Steven J","Kim, Eun Sean",,,,
ACCT,6353,SS1,,6,6,1,,,,,,,,,,,,,0,"Solcher, Steven J",,,,,
ACCT,6373,501,,11,15,4,5,1,,,,,,,,,,3,0,"Mauriello, Joseph A","Truong, Timothy T","Sauer, Ashlyn M",,,
ACCT,6377,501,,30,6,2,,,,,,,,,,,,1,0,"Ballew, Gregory E",,,,,
ACCT,6380,501,,6,5,6,10,,1,,,,,,,,,4,2,"Mauriello, Joseph A","Truong, Timothy T","Sauer, Ashlyn M","Deokar, Shraddha V",,
ACCT,6384,501,,32,13,3,,2,,,,,,,2,,,2,5,"Kromer, Jeffrey","Benny, Keerthy",,,,
ACCT,6384,SS1,,4,4,2,,1,,,,,,,,,,2,1,"Kromer, Jeffrey",,,,,
ACN,6313,003,,6,3,1,3,2,,,,,,,,,,3,0,"Juhn, Nancy H","Batchalli Maruthy, Gayathri","Austin, Kathryn A",,,
ACN,6313,501,,4,1,2,,1,,1,,,,,1,,,,0,"Abdi, Herve","Yu, Ju-Chi","Moraglia, Luke E","Mizener, Brendon J",,
ACN,6330,0W1,,8,3,,5,,,,,,,,1,,,1,1,"Seaman, Kendra L","Wong, Galston K",,,,
ACN,6332,001,,18,5,4,2,1,,,,,,,,,,4,0,"Raman, Rachna",,,,,
ACN,6333,001,,8,6,3,2,2,,,,,,,,,,4,1,"Basak, Chandramallika",,,,,
ACN,6338,001,,26,,,11,,1,,,,,,5,,,6,2,"Kennedy, Kristen M","Lung, Tzu-Chen",,,,
ACN,6342,0W1,,14,1,,,,,,,,,,,,,,0,"Orrick, Erika D",,,,,
ACN,6346,001,,15,,,8,,,,,,,,1,,,1,1,"Sultana, Rukhsana",,,,,
ACN,6349,501,,10,3,1,1,,,,,,,,,,,,0,"Golden, Richard",,,,,
ACN,6372,501,,6,7,4,,1,,1,,,,,,,,2,0,"Kolber, Benedict J",,,,,
ACN,6374,001,,9,8,2,,,,,,,,,,,,,1,"Jahangiri, Faisal R",,,,,
ACN,6V81,001,,9,1,,,,,,,,,,2,,,,0,"Engineer, Crystal T",,,,,
ACN,6V81,002,,11,,1,,,,,,,,,,,,,0,"Overzet, Kathryn M",,,,,
ACN,7343,001,,19,,,,,,,,,,,,,,,0,"Dussor, Gregory O",,,,,
ACN,7372,001,,9,,1,2,,,1,,,,,,,,1,0,"Burton, Michael D",,,,,
ACTS,4301,001,12,1,3,2,4,2,2,1,2,2,1,1,,11,2,,1,"Makhijani, Neha","Guo, Qi",,,,
ACTS,4302,001,2,2,3,3,7,6,3,4,1,1,,,,7,1,,0,"Humphreys, Natalia A","Bal, Sabindra Singh",,,,
ACTS,4308,001,1,1,3,2,,1,,,,,1,,5,1,2,,3,"Makhijani, Neha","Yang, Haopeng",,,,
AHST,1303,001,31,20,17,9,11,5,3,1,4,1,,1,5,4,2,,1,"Alibhai, Ali Asgar H","Prakash, Arya",,,,
AHST,1303,002,29,18,15,12,6,4,3,3,2,1,,2,8,8,1,,3,"Alibhai, Ali Asgar H","Dunbar, Amanda R",,,,
AHST,2331,001,18,9,2,6,3,2,1,3,,,3,,7,,7,,5,"Terranova, Charissa","Anderson, Linda K",,,,
AHST,2331,HN1,2,10,8,,1,,,,,,,,,2,1,,1,"Chao, Jacqueline J",,,,,
AHST,3313,001,12,10,9,2,5,4,1,2,1,,,,,2,,,0,"Alibhai, Ali Asgar H",,,,,
AHST,3315,001,4,15,16,6,,2,1,,,,,,2,,,,3,"Rosen, Mark S",,,,,
AHST,4342,001,,8,2,1,7,,2,,,,,,3,,,,3,"Lima, Benjamin",,,,,
AMS,2300,0W1,,8,5,7,6,4,1,2,,1,3,1,2,8,3,,5,"Pogue, Neall W",,,,,
AMS,2300,0W2,,5,10,7,9,1,,,1,2,,,4,13,3,,2,"Pogue, Neall W",,,,,
AMS,2300,HN1,2,6,3,3,1,,,,,,,,,3,,,2,"Smith, Erin",,,,,
AMS,2341,0W1,,7,4,,,2,,,,,,,,2,,,1,"Naqvi, Syed K",,,,,
AMS,2341,0W2,,8,2,4,4,,,1,,,,,1,9,,,0,"Naqvi, Syed K",,,,,
AMS,3302,0H1,,6,3,2,,,,1,,,,,3,,,,2,"Werhnyak, Larissa",,,,,
AMS,3316,0W1,13,11,5,1,2,2,,1,1,,,,1,,2,,1,"Winstead, Elizabeth L",,,,,
AMS,3322,0W1,,8,4,,8,1,,4,2,,4,,,2,1,,3,"Naqvi, Syed K",,,,,
AMS,3350,0W1,18,5,4,2,2,1,1,,,,,,3,1,1,,2,"Winstead, Elizabeth L",,,,,
AMS,4305,0W1,1,5,2,3,6,1,,,1,,,,1,1,1,,1,"Cotton, Scott C",,,,,
AMS,4324,0W1,3,2,1,2,1,,,,,,,,,,,,1,"Duquaine-Watson, Jill M",,,,,
ARAB,1311,001,8,6,,1,,,,,,,,,,,,,1,"Anjum, Zafar",,,,,
ARAB,1312,001,8,4,,1,,,,1,,,,,,,1,,1,"Anjum, Zafar",,,,,
ARHM,2340,001,,21,3,2,3,,,,3,2,2,,1,,1,,0,"Grohman, Magdalena G",,,,,
ARHM,3342,001,3,12,2,1,4,,,,,,,1,,1,,,6,"Evans, Kathryn C",,,,,
ARHM,3342,0H1,6,3,6,,1,1,1,,1,,,,1,,,,1,"Pfister, Debra H",,,,,
ARHM,6310,001,,11,7,1,1,,,,,,,,,,,,3,"Hill, Kimberly D","Greer, Erin",,,,
ARTS,1301,0W1,24,32,15,3,4,4,1,1,,,1,,1,7,2,,8,"Grandjean, Kelly","Alanis Perez, Alan Isaac",,,,
ARTS,1301,0W2,38,21,9,4,5,1,,1,2,,1,,3,14,2,,1,"Grandjean, Kelly","Cai, Rebecca",,,,
ARTS,1301,HH1,6,10,,,,,,,,,,,,2,,,0,"Waligore, Marilyn A",,,,,
ARTS,1316,001,5,8,2,,,,,2,,,,,,,,,2,"Min, Inki A",,,,,
ARTS,1316,0H2,5,2,2,2,,,1,,,,,,3,,,,3,"Travis, Audrey",,,,,
ARTS,1316,0W1,6,3,1,1,3,,,,,,,,2,,2,,0,"Booker, Rebecca M",,,,,
ARTS,1316,0W2,5,1,2,,2,1,,,,,,,2,3,,,1,"Booker, Rebecca M",,,,,
ARTS,1316,501,2,3,1,2,1,1,,,,1,1,,,,,,0,"Reyes, Marcela",,,,,
ARTS,2316,0H1,,3,3,2,,2,,,1,,1,,2,,1,,3,"Ligon, Peter A",,,,,
ARTS,2316,501,,7,5,1,,,,,,,,,,2,,,0,"Egan, Trey T",,,,,
ARTS,2350,001,,4,1,,,,2,,,,,,1,3,1,,1,"Copeland, Colette",,,,,
ARTS,2350,002,,3,8,6,,,,,,,,,,,1,,1,"Palmer, Marcy A",,,,,
ARTS,2380,001,,,5,,1,2,,,,,,1,2,,1,,1,"Egan, Trey T",,,,,
ARTS,2381,0W1,6,1,,,,1,,,,,,,2,,,,1,"Curry, Val",,,,,
ARTS,3340,0H1,4,5,3,,,,,,,,,,1,,,,3,"Durant, Stephanie D",,,,,
ARTS,3340,0H2,,2,,6,,,1,,,,,,,2,,,0,"Etter, Ian",,,,,
ARTS,3341,001,,14,,,2,,,,,,,,1,,,,0,"Shi, Carle",,,,,
ARTS,3363,001,1,12,,1,3,,,,1,,,,,,,,1,"Tady, Lorraine T",,,,,
ARTS,3367,001,3,7,6,1,1,1,,,,,,,,,,,0,"Fridge, Brian D",,,,,
ARTS,3368,001,1,18,,,,,,,,,,,,,,,0,"Lapthisophon, Stephen M",,,,,
ARTS,3369,0H1,1,8,,1,1,,,,,,,,1,,1,,0,"Tady, Lorraine T",,,,,
ARTS,3371,0H1,3,2,2,1,,,,,,,,,,,,,2,"Durant, Stephanie D",,,,,
ARTS,3372,001,,6,7,3,,,1,,,,,,,2,,,0,"Palmer, Marcy A",,,,,
ARTS,3373,001,1,5,,,2,1,,,,,,,,,1,,0,"Tady, Lorraine T",,,,,
ARTS,3377,501,1,6,5,,,3,,,,,,,1,,,,0,"Martinez, Daniel R",,,,,
ARTS,3378,0H1,2,4,3,,,,,,,,,,1,,,,0,"Randall, Steven V",,,,,
ARTS,3379,0H1,2,4,4,2,,,,1,,,,,,,1,,4,"Loving, Emily",,,,,
ARTS,3381,001,1,3,5,,,1,1,,,1,,,,1,,,0,"Etter, Ian",,,,,
ARTS,4310,501,3,1,1,,,,,,1,,,,1,,1,,2,"Metz, Greg L",,,,,
ARTS,4368,001,4,9,1,,1,,,,,,1,,,,,,0,"Pomara, John",,,,,
ARTS,4372,0H1,,5,1,2,1,,,,,,,,,,,,1,"Waligore, Marilyn A",,,,,
ATCM,1100,001,4,,3,1,,,1,,1,,1,,1,,,,0,"Gutierrez, Alejandra",,,,,
ATCM,2300,0W1,29,26,26,21,16,12,4,6,1,,,1,11,2,7,,13,"Cooley, Heidi","Simsek, Cansu Nur","O'Neill, Cynthia M","Martinez Ochoa, Angelica Miriam M",,
ATCM,2301,001,3,5,5,3,,,2,,,,,,2,1,3,,1,"Trosper, Elizabeth M",,,,,
ATCM,2301,002,2,5,7,5,5,1,1,,,,,1,2,,,,0,"Trosper, Elizabeth M",,,,,
ATCM,2301,003,3,15,2,3,3,2,,,1,,,,1,,,,0,"Enam, Victor J",,,,,
ATCM,2301,004,1,8,4,,2,2,,1,,,,,2,1,1,,3,"Trosper, Elizabeth M",,,,,
ATCM,2301,006,13,5,,1,1,,,,,,,,3,,1,,1,"Hoggatt, Zane C",,,,,
ATCM,2301,007,,4,4,4,4,,1,2,,1,,,1,1,2,,1,"Nguyen, Tuoc K",,,,,
ATCM,2302,002,9,6,3,1,3,2,,,,,,,,1,,,0,"Minnish, Roxanne W","Bagherzadeh, Elmira",,,,
ATCM,2302,003,4,7,5,2,1,2,,,1,,,,2,,,,0,"Minnish, Roxanne W","Bagherzadeh, Elmira",,,,
ATCM,2302,004,8,9,2,3,1,2,,,,,,,,1,,,1,"Paiva Homsi, Murilo",,,,,
ATCM,2302,005,3,6,4,3,2,1,3,,1,,1,4,1,,,,1,"Flores, Carlin E",,,,,
ATCM,2302,006,13,5,2,1,2,1,,1,,1,,,1,,1,,2,"Asgharpour, Maedeh",,,,,
ATCM,2302,007,9,8,1,3,3,2,,1,,,,,,,1,,2,"Alzate Mora, Catalina",,,,,
ATCM,2302,502,,8,3,1,4,2,,1,1,,1,1,3,1,,,3,"Minnish, Roxanne W","Bagherzadeh, Elmira",,,,
ATCM,2303,001,7,58,19,5,3,2,1,,,,1,,,1,,,3,"Oropallo, Kara I","Beverly, Diamond E",,,,
ATCM,2303,002,1,7,6,5,9,3,2,,3,,2,,,2,1,,1,"Salter, Monika M","Oropallo, Kara I","Pietsch, Samuel R",,,
ATCM,2303,003,11,9,12,7,1,1,,1,,,,,1,,2,,1,"Boyd, Elizabeth","Monjoree, Uttamasha",,,,
ATCM,2310,001,56,14,19,9,1,5,3,4,4,1,1,1,7,3,7,,10,"Salter, Monika M","Caldwell, Bryon A","Lewis, Timothy M","Fechter, Todd A",,
ATCM,2321,0W1,,2,8,6,6,3,,,,,,,,1,2,,2,"Imaoka, Laura",,,,,
ATCM,2321,0W2,,9,10,3,1,2,1,1,1,1,,,,,,,1,"Mulla, Ayesha",,,,,
ATCM,2321,0W3,,12,12,3,,1,,,,,,,,,,,2,"Mulla, Ayesha",,,,,
ATCM,2322,0W1,9,20,21,15,5,5,1,3,2,,2,1,5,1,1,,8,"Sung, Wendy","Shukla, Nishanshi A","Rashid, Mohammed Mizanur",,,
ATCM,2330,001,,6,1,4,4,1,1,2,2,,,1,3,3,1,,1,"Nielsen, Christina R","Jones, Jazmine Q",,,,
ATCM,2330,002,1,4,4,2,2,3,5,1,1,,,,1,1,,,5,"Nielsen, Christina R","Jones, Jazmine Q",,,,
ATCM,2335,0W1,1,1,4,1,4,2,1,2,,1,1,2,1,1,3,,5,"Chiu, Yu-Kwong",,,,,
ATCM,2335,0W2,,13,1,,2,1,1,,1,,,,3,,1,,6,"Stewart, Michael C",,,,,
ATCM,2335,0W3,,11,2,1,,3,,2,,2,,,2,,,,5,"Stewart, Michael C",,,,,
ATCM,2335,0W4,,3,6,2,1,3,,2,,,,1,2,,1,,8,"Starzer, Kenneth W",,,,,
ATCM,2335,0W5,1,3,2,3,3,5,1,1,1,,,,3,2,,,3,"Starzer, Kenneth W",,,,,
ATCM,2340,001,,12,,,7,,,6,,,,,2,,1,,2,"Lester, Paul","Wilson, David N",,,,
ATCM,2345,001,5,3,,2,1,,,,,,,,4,2,3,,5,"Fitzgerald, Harold E",,,,,
ATCM,2345,002,6,2,4,2,3,1,,,1,,,,4,,,,0,"Fitzgerald, Harold E",,,,,
ATCM,2345,003,9,6,2,2,1,1,,,,,1,,1,,1,,3,"Fitzgerald, Harold E",,,,,
ATCM,2360,0W1,22,4,2,,,1,,,,,,,,,,,1,"Cox, Norman L",,,,,
ATCM,2375,0W1,,48,,,1,,,,,,,,,,1,,1,"Evans, Monica J",,,,,
ATCM,3301,001,3,11,2,,,,1,,,1,,,1,,,,0,"Oropallo, Kara I",,,,,
ATCM,3301,0W1,,1,9,1,3,,,,,1,,,,1,2,,1,"Imaoka, Laura","Irby, Cameron L",,,,
ATCM,3301,0W2,,9,6,1,1,,,,,,,,1,,,,1,"Mallory, Stephen R",,,,,
ATCM,3301,0W3,1,4,7,2,,1,,2,1,,,,1,,,,0,"Ramakrishnan, Sharathchandra",,,,,
ATCM,3301,0W4,3,6,4,2,1,,1,1,1,,,,,,,,0,"Rheams, David C",,,,,
ATCM,3301,0W5,3,8,,2,,1,,1,1,1,,,,,,,0,"Rheams, David C",,,,,
ATCM,3301,0W6,1,5,7,1,,1,2,,,,,,,,1,,1,"Field, Jamie M",,,,,
ATCM,3301,0W7,,4,3,1,2,2,1,1,,1,,,1,,,,3,"Adelman, David",,,,,
ATCM,3301,0W8,,,3,3,4,3,1,1,,,,,,2,1,,1,"Andic, Atanur",,,,,
ATCM,3303,001,8,10,1,,,,,,1,,,,,,,,1,"Oropallo, Kara I",,,,,
ATCM,3305,001,,,5,1,6,5,4,2,,,1,,4,,1,,1,"Camacho, Christopher J",,,,,
ATCM,3305,002,2,3,3,4,5,5,1,1,1,,,,,1,,,3,"Caldwell, Bryon A",,,,,
ATCM,3305,003,,2,5,7,1,3,1,,,,,,4,2,1,,3,"Caldwell, Bryon A",,,,,
ATCM,3306,001,5,3,5,3,2,2,2,1,,1,,1,,2,1,,2,"Boyd, Elizabeth",,,,,
ATCM,3306,002,2,5,6,3,5,4,1,2,,,,,,,2,,0,"Boyd, Elizabeth",,,,,
ATCM,3306,003,5,5,4,1,2,1,1,1,,,1,,1,,3,,4,"Fechter, Todd A",,,,,
ATCM,3306,004,,1,2,4,5,,3,1,2,2,1,,5,1,2,,0,"Johnson, Casey A",,,,,
ATCM,3307,001,,1,6,11,1,2,1,1,3,1,1,,,,1,,1,"McCord, Peter A",,,,,
ATCM,3307,002,1,1,9,3,4,1,,1,2,1,,,4,,1,,2,"McCord, Peter A",,,,,
ATCM,3308,001,,1,4,,1,,,,,1,2,,2,1,,,7,"Johnson, Casey A",,,,,
ATCM,3308,002,2,,3,,1,1,,2,1,1,1,1,6,,6,,4,"Camacho, Christopher J",,,,,
ATCM,3309,001,,5,5,1,3,1,,2,,,,,1,,,,0,"McComber, Sean",,,,,
ATCM,3311,001,4,8,3,1,3,1,,3,1,,1,1,,2,1,,1,"Lim, Fengjie",,,,,
ATCM,3311,002,,2,3,,4,1,2,1,1,5,3,,2,2,,,2,"Johnson, Casey A",,,,,
ATCM,3315,001,6,6,4,2,2,3,1,,1,,,1,,1,,,1,"Veras de Souza, Christine",,,,,
ATCM,3320,501,2,16,4,1,2,3,,1,,,,,,,,,0,"Llamas Rodriguez, Juan A",,,,,
ATCM,3335,001,2,3,4,1,,2,1,2,,,3,,4,3,,,5,"Kane, Simon A",,,,,
ATCM,3336,001,1,8,3,3,8,1,1,1,1,,,,1,,,,1,"McKinney, Mark",,,,,
ATCM,3336,002,5,6,5,1,4,3,2,1,,,1,,,1,,,1,"McKinney, Mark",,,,,
ATCM,3336,003,3,11,4,4,4,1,,,,,,,1,2,,,0,"McKinney, Mark",,,,,
ATCM,3336,004,2,6,1,4,7,2,,3,1,,1,1,,1,,,1,"McKinney, Mark",,,,,
ATCM,3337,0W1,15,14,4,,,,,,,,,,,,,,1,"Wood, Harold G",,,,,
ATCM,3337,0W2,16,8,1,3,1,,,,,,,,,,,,2,"Wood, Harold G",,,,,
ATCM,3337,0W3,16,9,3,,2,,1,,1,,,,1,,,,0,"Wood, Harold G",,,,,
ATCM,3337,0W4,5,22,1,1,1,,,,,,,,1,,,,0,"Wood, Harold G",,,,,
ATCM,3337,501,16,1,,1,2,1,,1,,1,,,3,,,,3,"Lin, Colleen B",,,,,
ATCM,3337,502,25,,,2,,,1,,,,,,2,,,,0,"Lin, Colleen B",,,,,
ATCM,3338,001,14,5,1,,2,,,1,,,,1,3,1,,,2,"Camacho, Christopher J",,,,,
ATCM,3338,002,10,3,4,2,2,,,,,,1,1,2,,2,,2,"Camacho, Christopher J",,,,,
ATCM,3340,0W1,19,2,3,1,1,1,1,1,,,,,1,,,,0,"Cox, Norman L",,,,,
ATCM,3340,0W2,10,1,3,5,2,4,2,,1,,,,,,,,2,"Cox, Norman L",,,,,
ATCM,3340,0W3,22,,3,1,,1,1,,1,,,,,1,,,0,"Cox, Norman L",,,,,
ATCM,3340,501,4,5,2,,2,2,2,1,1,,,,3,,,,4,"Gonzalez, Isi J",,,,,
ATCM,3345,001,2,15,1,,,,,,,,,,1,,,,0,"Terry, Dean",,,,,
ATCM,3350,0W1,11,3,2,2,4,,,,,,,,2,1,3,,2,"Hewitt, Sharon","Ikebude, Chukwuemeka",,,,
ATCM,3350,0W2,2,8,4,2,4,,1,2,1,,1,,2,2,,,1,"Nielsen, Christina R","Bell, Elizabeth A",,,,
ATCM,3350,0W3,1,3,4,,5,,1,2,2,,,,5,1,2,,2,"Cox, Cydney",,,,,
ATCM,3356,501,10,7,,1,2,,,,,,,,1,,,,3,"Scott, Andrew F","Asgharpour, Maedeh",,,,
ATCM,3365,0W1,20,4,1,,1,,,,1,,,,1,1,,,0,"Christopher, Timothy V",,,,,
ATCM,3365,0W2,12,8,3,1,,3,,,,,,,,,,,3,"Christopher, Timothy V",,,,,
ATCM,3366,001,9,15,2,,1,,,2,,,,,,,,,0,"Wu, Hong An",,,,,
ATCM,3367,001,,3,12,5,1,,1,1,,,,,2,2,1,,2,"Chandler, Adam W",,,,,
ATCM,3367,0W1,13,6,3,1,,1,,,,,,,1,1,2,,1,"Billingslea, Steven L",,,,,
ATCM,3368,001,2,7,3,2,1,,,,,,,2,2,,,,3,"Lim, Fengjie",,,,,
ATCM,3368,002,3,4,7,1,2,3,,,,,,2,2,,2,,4,"Chandler, Adam W",,,,,
ATCM,3370,001,9,3,5,2,1,1,1,3,,,,,2,,,,3,"Lewis, Timothy M",,,,,
