Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
ACCT,3341,501,4,4,6,5,4,6,2,8,3,,2,,1,,,,,0,"Sadka, Gil","Holstead, Cameron",,,,
ACCT,3341,2,7,7,6,8,5,3,4,3,2,,1,,1,,,,,0,"Sadka, Gil","Holstead, Cameron",,,,
ACCT,3350,501,6,9,4,3,14,10,5,1,,,1,,1,,,,,1,"Solcher, Steven J","Estevan, Ellery B",,,,
ACCT,3350,PPA,8,6,7,7,17,3,9,6,1,,1,1,,,,,,0,"Gamino, John P",,,,,
ACCT,4301,501,3,2,3,3,6,8,3,2,2,,2,,,,,,,0,"Hagen, John","Sirsat, Disha",,,,
ACCT,4334,1,,5,,,7,,1,6,1,,,,1,,,,,0,"Linsteadt, Chris C","Gotham, Albert J",,,,
ACCT,4334,501,,5,,,11,,,7,1,,4,,,,,,,0,"Linsteadt, Chris C","Gotham, Albert J",,,,
ACCT,4337,501,1,1,2,,2,,1,2,1,3,,,2,,,,,0,"Ballew, Gregory","Gonzalez, Jacob E",,,,
ACCT,4340,1,13,11,6,1,4,1,2,,1,2,2,1,1,,,,,1,"Johnson, Jennifer G","Fisch, Jacob D",,,,
ACCT,4342,PP1,7,4,6,4,1,1,,1,,,,,,,,,,0,"Johnson, Jennifer G","Fisch, Jacob D",,,,
ACCT,4342,PP2,10,8,9,6,2,,,,,,,,,,,,,0,"Johnson, Jennifer G","Fisch, Jacob D",,,,
ACCT,4342,501,6,9,7,4,3,4,6,4,2,2,,,3,,,,,0,"Johnson, Jennifer G","Fisch, Jacob D",,,,
ACCT,6193,SS1,,32,,,45,,,1,,,,,1,,,,,0,"Betanzos, Christina L","Solcher, Steven J",,,,
ACCT,6202,GW1,,18,4,,2,,,,,,,,,,,,,0,"Sadka, Gil","Holstead, Cameron",,,,
ACCT,6202,XS1,,17,4,1,1,,,,,,,,,,,,,1,"Sadka, Gil","Holstead, Cameron",,,,
ACCT,6202,501,,13,4,9,8,1,,1,,,,,,,,,,2,"Goodrich, Mary Beth W","Quinto, Christine D",,,,
ACCT,6202,MBC,,26,8,4,3,1,,,,,,,,,,,,0,"Goodrich, Mary Beth W","Quinto, Christine D","Zhang, Ye",,,
ACCT,6291,SS1,,29,,,44,,,5,,,,,,,,,,1,"Zolton, Kathy",,,,,
ACCT,6292,SS1,,38,,,33,,,6,,,,,,,,,,0,"Linsteadt, Chris C",,,,,
ACCT,6301,5W1,,28,11,4,4,,,,,,,,,,,,1,0,"Solcher, Steven J","Estevan, Ellery B",,,,
ACCT,6301,CH1,,22,1,,,,,,,,,,,,,,,0,"Barden, John P",,,,,
ACCT,6301,501,,17,28,12,6,2,,,,,,,,,,,,0,"Frost, Sandra M","Gonzalez, Jacob E",,,,
ACCT,6305,1,,6,5,4,21,4,,3,,,,,,,,,,0,"Loumioti, Maria","He, Jiapeng",,,,
ACCT,6305,2,,10,8,12,21,1,,2,,,,,,,,,,1,"Loumioti, Maria","He, Jiapeng",,,,
ACCT,6305,501,,6,10,13,23,,,1,,,,,4,,,,,0,"Loumioti, Maria","He, Jiapeng",,,,
ACCT,6313,0W1,,7,1,2,1,1,1,,,,,,,,,,,0,"Cavusoglu, Huseyin","Padhiar, Meet Vinod",,,,
ACCT,6320,0W1,,2,4,2,,1,1,,,,,,1,,,,,1,"Cavusoglu, Huseyin","Zhu, Yan",,,,
ACCT,6330,501,,8,,1,3,,,3,,,,,1,,,,,0,"Cready, William M","Zhou, Junfei",,,,
ACCT,6331,501,,3,4,4,2,,,2,,,,,2,,,,,0,"Janakiraman, Surya N","Parupati, Sunil K",,,,
ACCT,6332,501,,6,,,5,,,5,,,,,2,,,,,2,"Zolton, Kathy","Huang, Ziqi",,,,
ACCT,6333,501,,14,,,9,,,7,,,,,4,,,,,2,"Zolton, Kathy","Huang, Ziqi",,,,
ACCT,6334,501,,10,,,3,1,,1,,,,,,,,,,0,"Linsteadt, Chris C","Gotham, Albert J",,,,
ACCT,6335,0W1,,18,15,12,9,6,4,,,,,,1,,,,,0,"Bortz, Tiffany A","Sam, Brittany R",,,,
ACCT,6335,PP1,,12,5,3,3,,,1,,,,,,,,,,0,"Bortz, Tiffany A","Sam, Brittany R",,,,
ACCT,6335,PP2,,13,11,5,5,,,,,,,,,,,,,0,"Bortz, Tiffany A","Sam, Brittany R",,,,
ACCT,6336,501,,8,8,2,5,2,,,,,,,,,,,,0,"Mauriello, Joseph A",,,,,
ACCT,6338,0W1,,7,2,3,12,3,,3,,,,,,,,,,0,"Goodrich, Mary Beth W","Zhang, Ye","Quinto, Christine D",,,
ACCT,6344,0W1,,21,25,9,7,5,1,,,,,,,,,,,1,"Gurun, Umit G","Yayvak, Berk",,,,
ACCT,6345,PP1,,7,16,10,2,,,1,,,,,,,,,,0,"Janakiraman, Surya N","Parupati, Sunil K",,,,
ACCT,6353,501,,9,6,2,3,2,2,3,,,,,1,,,,,0,"Gamino, John P",,,,,
ACCT,6356,PP1,,7,4,6,5,2,,,,,,,,,,,,0,"Gamino, John P",,,,,
ACCT,6374,1,,7,21,8,1,,,,,,,,,,,,,0,"Mauriello, Joseph A","Gotham, Albert J",,,,
ACCT,6377,501,,5,4,5,3,1,3,,,,,,1,,,,,0,"Ballew, Gregory",,,,,
ACCT,6380,501,,2,1,5,1,,1,,,,,,,,,,,0,"Mauriello, Joseph A","Gotham, Albert J",,,,
ACCT,6384,S01,,13,2,1,,2,,,,,,,,,,,,0,"Kromer, Jeffrey R",,,,,
ACCT,6384,501,,30,3,3,,1,,1,,,,,2,,,,,1,"Kromer, Jeffrey R","Gonzalez, Jacob E",,,,
ACCT,6392,501,,8,4,4,3,2,,2,,,,,,,,,,0,"Mauriello, Joseph A",,,,,
ACN,6313,1,,7,4,2,1,,,,,,,,,,,,,0,"Fearon, Danielle","Behboudi, Mohammad Hossein",,,,
ACN,6313,501,,9,5,4,2,,2,,,,,,,,,,,2,"Abdi, Herve","Moraglia, Luke E",,,,
ACN,6323,1,,12,1,,1,,,,,,,,,,,,,0,"Engineer, Crystal T",,,,,
ACN,6330,1,,10,6,5,3,,1,,,,,,,,,,,0,"Seaman, Kendra L",,,,,
ACN,6332,501,,18,3,1,2,3,1,1,,,,,1,,,,,0,"Raman, Rachna",,,,,
ACN,6333,1,,10,6,1,2,2,,2,,,,,,,,,,2,"Basak, Chandramallika",,,,,
ACN,6338,1,,4,,,6,,,1,,,,,,,,,,1,"Kennedy, Kristen M","Glotfelty, Annette R",,,,
ACN,6338,2,,14,,,10,,,,,,,,,,,,,0,"Sultana, Rukhsana",,,,,
ACN,6340,1,,8,4,1,1,,1,1,,,,,1,,,,,2,"Kim, Diana P",,,,,
ACN,6342,0W1,,30,2,1,,1,,,,,,,,,,,,0,"Orrick, Erika D",,,,,
ACN,6374,0H1,,9,1,1,1,,,,,,,,,,,,,0,"Jahangiri, Faisal R",,,,,
ACN,7343,1,,17,2,1,1,,,,,,,,,,,,,0,"Thompson, Lucien T",,,,,
ACTS,4301,1,7,4,3,2,,1,3,2,2,,2,1,4,,,,,0,"Makhijani, Neha","Goel, Jaidev",,,,
ACTS,4302,1,,2,4,3,3,2,3,2,,3,2,,3,,,,,1,"Humphreys, Natalia","Goel, Jaidev",,,,
ACTS,4305,1,1,,4,3,1,3,1,2,2,,,1,,,,,,0,"Humphreys, Natalia","Liu, Jingzhou",,,,
ACTS,4310,1,4,5,2,1,,2,,,,,,,,,,,,0,"Hong, Liang",,,,,
AHST,1303,1,17,23,20,9,8,14,5,5,4,1,3,2,1,,,,,3,"McDonald, Jacquelyn D","Jafarpour, Zahra","Song, Haoyi",,,
AHST,1303,2,26,14,22,11,10,11,6,3,1,2,,2,6,,,,,1,"McDonald, Jacquelyn D","Enyaosah, Damian P","Baigmoradi, Fatemeh",,,
AHST,2331,0S1,,14,5,1,,,,,,,,,,,,,,0,"Rosen, Mark S",,,,,
AHST,2331,1,25,31,29,33,21,12,6,2,7,,1,1,6,,,,,1,"Rosen, Mark S","Barnes, Claudia","Esmail, Fatima N",,,
AHST,3320,1,24,9,11,2,3,,1,,2,,,,1,,,,,0,"Alibhai, AliAsgar H","Sahin, Merve",,,,
AHST,4342,1,,3,5,2,5,7,3,2,,,1,,1,,,,,0,"Thomas, Michael L",,,,,
AHST,6321,1,,9,,,,1,,,,,,,,,,,,0,"Alibhai, AliAsgar H",,,,,
AMS,2300,2,,6,13,12,11,3,2,5,1,1,,,1,,,,,0,"Pogue, Neall W",,,,,
AMS,2300,1,,6,11,10,13,3,3,1,3,1,,1,3,,,,,1,"Pogue, Neall W",,,,,
AMS,2341,1,,23,19,13,8,,,,,,,,7,,,,,0,"Naqvi, Syed K",,,,,
AMS,2341,HN1,,7,2,2,1,,,,,,,,1,,,,,1,"Naqvi, Syed K",,,,,
AMS,3316,0W1,12,11,3,1,1,2,,2,2,1,1,,1,,,,,2,"Winstead, Elizabeth L",,,,,
AMS,3350,0W1,15,7,5,1,3,1,,,,,,,1,,,,1,1,"Winstead, Elizabeth L",,,,,
AMS,4300,5H1,4,5,2,2,4,3,1,1,,,,,,,,,,0,"Ross, Alyssa N",,,,,
AMS,4304,1,,3,4,2,4,4,1,2,,,,,2,,,,,0,"Jaramillo, Anthony","Wright, David A",,,,
AMS,4305,5H1,,5,1,1,1,1,,,,,,,3,,,,,0,"Cotton, Scott C",,,,,
AMS,4360,1,,3,,,2,,,1,,,,,3,,,,,1,"Wissinger, Tonja",,,,,
AMS,4379,1,6,2,,,,,,,,,,,2,,,,,0,"Cropps, Torrie",,,,,
ARAB,1311,2,5,3,4,2,,2,,,,,,,2,,,,,0,"Arrabai, Mustafa M",,,,,
ARAB,1312,1,1,5,,,2,,,1,,,,,2,,,,,0,"Anjum, Zafar",,,,,
ARHM,2343,1,1,3,5,4,4,1,1,,,,1,,1,,,,,1,"Gossin, Pamela S",,,,,
ARHM,6310,1,,16,4,1,1,1,,,,,,,1,,,,,0,"Hill, Kimberly D","Greer, Erin E",,,,
ARTS,1301,0W1,94,15,10,8,4,4,2,,1,,,,1,,,,,0,"Wilder, James E","Ghahari Kermani, Arash","Payne, Nicholas A",,,
ARTS,1316,1,5,10,1,1,1,1,,,,,,,,,,,,0,"Min, Inki A",,,,,
ARTS,1316,3,,9,5,1,2,1,,,,,,,1,,,,,0,"Travis, Audrey",,,,,
ARTS,1316,501,1,16,2,,,,,,,,,,,,,,,0,"Fridge, Brian D",,,,,
ARTS,1316,2,15,1,2,,,,,,,,,,,,,,,0,"Miranda, Jeffrey R",,,,,
ARTS,2315,1,,8,3,1,,,,,,,,1,,,,,,0,"Cochran, Kristen N",,,,,
ARTS,2316,1,,3,7,1,,2,,,,,,,2,,,,,2,"Ligon, Peter A",,,,,
ARTS,2316,501,12,4,,,,1,,,,,,,,,,,,0,"Egan, Trey T",,,,,
ARTS,2348,1,5,5,7,,1,,,,,,,,1,,,,,0,"Reyes, Marcela",,,,,
ARTS,2350,1,1,2,,3,3,1,2,,,,,,2,,,,,3,"Copeland, Colette",,,,,
ARTS,2350,2,8,,1,1,2,,,,2,,,,3,,,,,1,"Lyon, Tara L",,,,,
ARTS,2380,1,8,3,,1,,,,,,,,,4,,,,,0,"Egan, Trey T",,,,,
ARTS,2380,501,,11,1,2,1,1,,,,,,,2,,,,,0,"Curry, Val",,,,,
ARTS,2381,1,,10,5,,,,,,,,,,,,,,,0,"Cochran, Kristen N",,,,,
ARTS,3315,1,1,6,,1,2,2,,,,,,,,,,,,0,"Curry, Val",,,,,
ARTS,3340,3,4,5,,2,,,,,,,,,,,,,,1,"Randall, Steven",,,,,
ARTS,3340,2,2,5,,,1,,2,1,2,,,,,,,,,0,"Copeland, Colette",,,,,
ARTS,3341,1,,17,,,1,,,,,,,,,,,,,0,"Shi, Carle",,,,,
ARTS,3363,1,3,11,3,,1,,,,,,,,,,,,1,0,"Tady, Lorraine T",,,,,
ARTS,3364,501,5,10,,,,,,,,,,,,,,,,0,"Williams, Thomas E",,,,,
ARTS,3367,2,14,2,,,,,1,2,,,,,,,,,,0,"Miranda, Jeffrey R",,,,,
ARTS,3367,1,3,13,1,,,,,,,,,,,,,,,0,"Fridge, Brian D",,,,,
ARTS,3368,1,8,6,4,,,,,,,,,,,,,,,0,"Reyes, Marcela",,,,,
ARTS,3369,1,1,11,,,,1,,,,,,,,,,,,0,"Tady, Lorraine T",,,,,
ARTS,3371,2,2,6,2,,,1,,,,,,,,,,,,0,"Durant, Stephanie D",,,,,
ARTS,3371,1,,3,4,,3,1,,,,,,,1,,,,,1,"Miller, Cynthia M",,,,,
ARTS,3372,1,2,11,3,,,,,,,,,,1,,,,,2,"Loving, Emily A",,,,,
ARTS,3373,1,2,10,,2,,1,,,,,,,,,,,,0,"Tady, Lorraine T",,,,,
ARTS,3376,1,,6,6,2,1,,,,,,,,,,,,,0,"Kim, Laura H",,,,,
ARTS,3377,1,,3,9,4,,,1,,,,,,1,,,,1,0,"Palmer, Marcy A",,,,,
ARTS,3379,501,1,10,,,,,,,,,,,,,,,,1,"Loving, Emily A",,,,,
ARTS,3383,1,3,14,,1,,,,,,,,,,,,,,0,"Williams, Thomas E",,,,,
ARTS,4310,501,4,4,2,1,1,1,,,,,,,1,,,,,0,"Avram, Danielle M",,,,,
ARTS,4366,1,,9,4,2,,2,,,,,,,,,,,,0,"Travis, Audrey",,,,,
ARTS,4368,1,3,14,,,,,,,,,,,,,,,,0,"Pomara, John J",,,,,
ARTS,4372,1,1,4,2,3,1,1,,,,1,,,,,,,,1,"Waligore, Marilyn",,,,,
ATCM,2300,1,5,22,42,37,28,25,17,13,7,4,6,2,10,,,,,9,"Cooley, Heidi R","Acton, Logan H","Winter, Sabine","Gowda, Anupama","Ayodabo, Sunday J","Rahman, Mohammad K"
ATCM,2301,2,10,10,5,1,,,1,1,1,,,,1,,,,,0,"Simsek, Cansu Nur",,,,,
ATCM,2301,4,,22,,,5,,,1,,,,,,,,,,2,"Fladager, Evan J",,,,,
ATCM,2301,5,6,2,4,4,6,1,3,,1,,,1,1,,,,,1,"Doust-Haghighi, Elham",,,,,
ATCM,2301,7,12,8,2,,3,1,,1,,,,2,1,,,,,0,"Ferreira de Souza, Leticia",,,,,
ATCM,2301,1,,1,2,1,5,1,1,6,,1,1,1,6,,,,,1,"Marder, Amanda K",,,,,
ATCM,2301,0W1,2,3,6,4,2,2,2,,2,,,,3,,,,,1,"Trosper, Elizabeth M","Zamaniderkani, Vajihe","De Leon, Jennifer M",,,
ATCM,2301,3,22,3,,,1,,,,,,,,3,,,,,0,"Banditrat, Emily",,,,,
ATCM,2301,6,8,7,6,3,1,2,1,1,,,,,,,,,,0,"Jaeggli, Erika",,,,,
ATCM,2302,1,5,8,4,3,1,1,,1,1,,,,1,,,,,0,"Minnish, Roxanne W","Clement, Shonte M",,,,
ATCM,2302,2,4,13,4,1,1,1,,,,,,,,,,,,1,"Minnish, Roxanne W","Ashouri, Shaghayegh",,,,
ATCM,2302,0L3,5,11,2,1,3,,,1,,,,,1,,,,,1,"Minnish, Roxanne W","Gupta, Suvash",,,,
ATCM,2302,3,10,7,3,6,1,,,,2,,1,,,,,,,0,"Ashkaboosi, Maryam",,,,,
ATCM,2302,0L1,3,4,1,5,1,1,3,2,2,2,1,2,3,,,,,0,"Beverly, Diamond E",,,,,
ATCM,2302,0L2,4,4,5,3,,2,2,1,3,,,2,1,,,,,1,"Jones, Jazmine Q",,,,,
ATCM,2302,501,5,1,4,1,5,2,2,1,2,,1,1,4,,,,,0,"Gonzalez, Isi J",,,,,
ATCM,2303,1,19,27,8,1,2,2,,1,,,,,,,,,,0,"Boyd, Elizabeth S","Chaudhary, Anisha",,,,
ATCM,2303,501,34,18,,1,6,,,1,,,,,,,,,,0,"Stewart, Michael C","Denner, Grace A",,,,
ATCM,2303,2,32,20,4,,2,,,,,,,,,,,,,1,"Ayres, Cameron M","Piantino, Raquel C",,,,
ATCM,2310,1,68,21,28,17,8,12,5,4,7,1,3,2,22,,,,,8,"Salter, Monika M","Lewis, Timothy M","Christopher, Timothy V","Khamsehnezhad, Mozhdeh","Kusupati, Anish C","Subochev, Andrei"
ATCM,2321,2,1,9,10,4,,1,,,,1,1,,3,,,,,0,"Rashid, Mohammed Mizanur",,,,,
ATCM,2321,1,,1,6,5,6,7,2,,1,,1,,1,,,,,2,"Imaoka, Laura B","Whitlock, Kathryn",,,,
ATCM,2322,1,,5,12,7,7,4,2,3,3,1,,,2,,,,,1,"Valkanova, Dora R","Rahman, Maruf",,,,
ATCM,2325,1,,22,,,2,1,2,,,,,,2,,,,,0,"Nguyen, Josef D",,,,,
ATCM,2330,0W1,1,3,3,5,2,2,1,2,2,1,,1,9,,,,,0,"Nielsen, Christina R","O'Neill, Cynthia M","Martinez Ochoa, Angelica Miriam M",,,
ATCM,2330,0W2,1,4,4,3,4,5,1,3,2,1,,,1,,,,,0,"Nielsen, Christina R","Martinez Ochoa, Angelica Miriam M","O'Neill, Cynthia M",,,
ATCM,2340,1,,45,,,33,,,14,,,2,,3,,,,,2,"Lester, Paul M","Haws, Tyler","Trotter, Caroline G",,,
ATCM,2345,1,3,7,5,1,2,8,,,,,,1,3,,,,,0,"Gupta-Fitzgerald, Harold E",,,,,
ATCM,2345,2,7,6,4,2,,1,1,1,2,,,1,4,,,,,1,"Gupta-Fitzgerald, Harold E",,,,,
ATCM,2345,3,7,4,7,2,2,4,2,,1,,,,,,,,,0,"Marks, David",,,,,
ATCM,2350,2,10,4,3,7,1,2,1,,2,,,,,,,,,0,"Trosper, Elizabeth M","Nair, Vinayak",,,,
ATCM,2350,3,7,21,2,,,,,,,,,,,,,,,0,"Hoggatt, Zoey X",,,,,
ATCM,2350,1,4,11,5,2,5,1,,,1,,,,,,,,,0,"Jones, Jazmine Q",,,,,
ATCM,2360,0W1,42,4,1,1,2,1,4,2,2,,,,,,,,,1,"Cox, Norman L",,,,,
ATCM,2375,1,2,82,3,2,3,,,1,1,,,,5,,,,,1,"Evans, Monica J","McClanahan, Sara N","Wu, Benjamin",,,
ATCM,3301,1,,2,8,4,3,,,1,,,,,1,,,,,0,"Imaoka, Laura B","Hernandez, Luke A",,,,
ATCM,3301,2,1,4,6,,1,2,2,1,1,,,1,,,,,,0,"Chowdhury, Nusrat Zahan",,,,,
ATCM,3301,3,3,7,3,1,3,1,,1,,,,,,,,,,0,"Heaslip, Audra","Cole, Abby",,,,
ATCM,3301,4,3,8,3,,1,,1,1,,,1,,1,,,,,0,"Heaslip, Audra","Cole, Abby",,,,
ATCM,3301,5,1,4,1,5,1,1,,2,,,2,1,1,,,,,0,"Lee, Yueh-Jung",,,,,
ATCM,3301,7,6,4,3,,,1,1,,,1,,,1,,,,,2,"Heaslip, Audra","Welwood, Samantha F",,,,
ATCM,3301,8,4,4,5,1,,3,,,,,,,1,,,,,1,"Heaslip, Audra","Welwood, Samantha F",,,,
ATCM,3301,501,8,6,2,1,1,,,,,,,,1,,,,,0,"Rheams, David C",,,,,
ATCM,3305,1,1,1,7,7,3,3,1,1,1,2,1,1,1,,,,,0,"Caldwell, Bryon A",,,,,
ATCM,3305,501,,2,4,2,6,5,3,,3,,,,3,,,,,1,"McComber, Sean J",,,,,
ATCM,3306,1,1,5,7,3,5,3,1,2,1,,,,1,,,,,1,"Boyd, Elizabeth S",,,,,
ATCM,3306,2,,4,1,4,5,3,4,,2,1,1,,4,,,,,1,"Johnson, Casey A",,,,,
ATCM,3306,3,1,5,4,1,4,1,2,1,3,1,,,6,,,,,1,"Salter, Monika M",,,,,
ATCM,3307,1,1,2,8,4,5,4,2,,,,,,2,,,,,2,"McCord, Peter A",,,,,
ATCM,3307,2,,4,7,9,3,3,1,,,1,,,,,,,,2,"McCord, Peter A",,,,,
ATCM,3308,2,,1,3,6,5,1,,,,1,1,,9,,,,1,2,"Johnson, Casey A",,,,,
ATCM,3308,1,,1,2,4,4,4,4,1,1,,,,5,,,,,2,"Johnson, Casey A",,,,,
ATCM,3309,1,3,8,6,4,1,1,1,,,,,1,2,,,,,1,"Griffin, Troy",,,,,
ATCM,3310,1,4,,3,,2,2,2,2,1,,,,1,,,,,1,"Lim, Fengjie",,,,,
ATCM,3311,1,2,2,4,,3,6,2,5,2,2,,,2,,,,,0,"Lim, Fengjie",,,,,
ATCM,3311,2,,8,6,,5,2,2,,2,2,,,1,,,,,2,"Johnson, Casey A",,,,,
ATCM,3315,1,11,11,3,,2,1,1,,,,,,1,,,,,0,"Veras de Souza, Christine",,,,,
ATCM,3320,1,,3,2,9,5,1,3,1,1,1,1,,1,,,,1,1,"Valkanova, Dora R",,,,,
ATCM,3321,1,,6,5,3,3,1,1,3,1,1,2,,2,,,,1,0,"Valkanova, Dora R",,,,,
ATCM,3331,1,2,9,4,6,5,1,,,1,,,,1,,,,,0,"Andic, Atanur","Knight, Kimberly A",,,,
ATCM,3335,1,1,1,,,1,1,1,1,,,,,2,,,,,3,"Kane, Simon A",,,,,
ATCM,3336,3,2,16,9,1,,1,,,,,,,,,,,,1,"McKinney, Mark",,,,,
ATCM,3336,2,6,14,2,,2,,,,,,,,,,,,,0,"McKinney, Mark",,,,,
ATCM,3336,1,3,2,9,4,3,,,1,1,,1,,,,,,,2,"McKinney, Mark",,,,,
ATCM,3337,1,7,11,3,3,1,2,,1,,,,,1,,,,1,0,"Wood, Harold G",,,,,
ATCM,3337,501,4,5,2,6,2,,,,1,3,,1,2,,,,,0,"Booker, Jason",,,,,
ATCM,3337,2,2,8,4,3,4,3,,1,,,,,2,,,,,2,"Starzer, Kenneth W",,,,,
ATCM,3337,3,7,7,4,1,4,,1,1,,,,,2,,,,,2,"Wood, Harold G",,,,,
ATCM,3338,1,7,9,6,2,1,1,,,,,,,4,,,,,0,"Griffin, Troy",,,,,
ATCM,3338,2,7,10,8,1,,,,1,,,,,2,,,,,0,"Griffin, Troy",,,,,
ATCM,3340,1,4,1,1,,1,,2,1,,,,,,,,,,0,"Cox, Norman L",,,,,
ATCM,3340,2,9,1,2,,1,2,,,,,,,,,,,,0,"Cox, Norman L",,,,,
ATCM,3340,3,7,3,2,2,1,5,1,1,2,1,,,3,,,,,0,"Cox, Norman L",,,,,
ATCM,3346,1,,10,9,1,1,2,,1,,,,1,2,,,,1,1,"Marks, David",,,,,
ATCM,3350,0W2,6,7,5,4,2,2,1,,,2,,1,,,,,,0,"Hewitt, Sharon A","Ikebude, Chukwuemeka",,,,
ATCM,3350,0W1,5,3,2,4,5,,1,1,,,1,,5,,,,,1,"Hewitt, Sharon A","Ikebude, Chukwuemeka",,,,
ATCM,3350,501,,17,7,1,1,,,,,1,,1,1,,,,,0,"Kondas, Kyle S",,,,,
ATCM,3356,1,5,2,1,4,3,,,2,,,,,,,,,,1,"Scott, Andrew F","Asgharpour, Hadi",,,,
ATCM,3365,1,6,4,9,6,1,2,1,1,,,,,,,,,,0,"Christopher, Timothy V",,,,,
ATCM,3365,501,,8,13,3,2,1,,,2,,,1,,,,,,0,"Herold, Tyler A",,,,,
ATCM,3365,2,12,5,3,4,1,1,1,,1,,,,,,,,,1,"Christopher, Timothy V",,,,,
ATCM,3366,1,6,6,9,3,3,,1,,2,,,,,,,,,0,"Wu, Hong-An",,,,,
ATCM,3366,2,5,10,6,4,1,2,,,,,,,1,,,,,1,"Irby, Cameron L",,,,,
ATCM,3367,2,18,6,2,,,,,,1,,,,2,,,,,1,"Price, Jeffrey T",,,,,
ATCM,3367,1,,4,8,3,5,3,1,2,,,,,3,,,,,0,"Chandler, Adam W",,,,,
ATCM,3368,1,1,4,4,5,2,4,2,1,1,1,,,2,,,,,3,"Lim, Fengjie",,,,,
ATCM,3368,2,1,8,5,3,2,5,,,,2,,,3,,,,,1,"Chandler, Adam W",,,,,
ATCM,3370,1,9,10,4,2,3,,,1,,,,,,,,,1,0,"Lewis, Timothy M",,,,,
ATCM,3372,1,,12,,2,7,,1,5,,,2,,,,,,,0,"Gupta-Fitzgerald, Harold E",,,,,
ATCM,3388,1,7,6,,,,,,,,,,,1,,,,1,0,"Fraley, James M","Hitt, Katherine A",,,,
ATCM,3388,501,9,4,,1,,1,,1,,,,,1,,,,,0,"Fraley, James M","Del Gallo, Rinaldo",,,,
